53	0
56	0
59	0
62	0
65	0
65	7
68	0
69	8
71	0
73	3
74	0
74	7
77	0
79	8
80	0
80	1
80	6
82	0
82	9
83	2
83	3
83	4
83	7
84	0
85	8
86	1
87	0
87	6
88	3
89	4
89	7
89	9
90	0
90	2
91	8
92	0
93	1
94	3
94	6
94	7
95	0
95	4
96	9
97	8
98	0
98	2
99	1
99	3
100	0
100	7
101	6
102	4
102	8
103	0
104	9
105	2
105	3
106	0
107	1
107	7
109	0
109	6
109	8
110	4
111	0
112	5
113	2
113	3
114	0
114	1
114	8
114	9
115	7
116	0
116	6
117	4
118	3
119	0
119	2
119	8
120	9
121	0
121	1
122	7
123	6
124	0
124	3
125	4
125	8
126	0
126	2
128	1
129	0
129	7
129	9
130	6
131	3
131	8
132	0
132	4
134	7
135	0
135	2
136	1
136	9
137	0
137	8
138	3
138	6
139	0
140	7
141	2
141	4
142	0
142	8
143	1
143	5
144	0
144	9
145	3
146	6
147	0
147	4
147	7
147	8
149	0
149	2
150	1
151	9
152	0
152	3
152	7
152	8
153	4
154	6
156	2
156	8
157	1
157	3
157	7
159	0
159	9
162	4
162	8
164	3
164	7
165	1
165	2
167	6
168	0
169	8
170	4
170	9
173	3
174	7
177	1
177	2
184	8
185	0
204	0
208	0
212	0
216	0
220	0
221	7
224	0
227	8
228	0
232	0
232	7
233	3
235	0
238	8
239	0
239	7
241	1
242	0
242	6
243	9
244	3
244	4
245	2
245	8
246	0
246	7
248	1
249	0
249	6
251	3
251	4
252	9
253	0
253	8
255	2
255	7
256	0
257	6
258	1
258	3
260	0
260	4
260	8
260	9
262	2
263	0
263	7
264	6
265	3
266	0
266	1
266	8
267	4
268	9
269	0
269	7
270	2
271	3
271	8
272	0
272	6
273	1
275	7
276	0
276	4
277	8
277	9
278	3
279	0
279	2
281	1
281	6
281	7
282	0
283	4
284	8
285	3
285	9
286	0
288	1
288	2
288	7
290	0
290	6
291	5
291	8
292	3
292	4
293	0
293	9
294	1
295	2
295	7
295	8
296	0
296	6
298	3
298	4
300	0
300	1
301	8
301	9
302	7
303	2
304	0
305	3
306	4
306	6
308	1
309	8
309	9
312	2
313	3
314	7
317	0
317	4
322	1
324	8
328	6
335	3
